Var1,Var2,Var3
0,0.0550379315200526,13.0948643852727
10,0.184820740785087,13.0885710064193
20,0,12.9837041474111
30,0.0888980690494444,13.1052206436354
40,0.0356150294247574,12.899675956918
50,0,12.7260982139726
60,0,12.7981770343332
70,0.0427412442915287,12.4926376329455
80,0.368377445990745,12.2995782601325
90,0.289759297558724,12.1673592526906
100,0,11.9476700254733
110,0.321474167903324,11.7554306905665
120,0.0933886406660667,11.9554595735445
130,0.0175840134599036,11.705029790854
140,0.0985699786123849,11.4085523365225
150,0.00996057186587275,11.0924212357152
160,0.0215502965328759,10.9741395732062
170,0.186579234565615,10.8879337010912
180,0.182286321570567,10.8320577932895
190,0.186995967068786,10.4695250520887
200,0.11643286499932,10.2220603014344
210,0,10.1649873669364
220,0.129327604747994,10.2006319944002
230,0.224927179235088,10.0663310886388
240,0.115176987813546,9.93480051549183
250,0.174218491485004,9.74154896162154
260,0.147970733341256,9.64038112044858
270,0.0495366900084959,9.44430020509135
280,0.113926350687614,9.45046538150226
290,0.0105237657567846,9.10285950345465
300,0.182853661349657,9.16168737264371
310,0,8.91082884944648
320,0,8.8440552789502
330,0.0275967788888042,8.81696316906485
340,0,8.75199846352042
350,0.262233078630965,8.42496016129709
360,0.155873741267181,8.55362045685572
370,0.0528399561185103,8.38656086154359
380,0.270355549073222,8.20887857560351
390,0,8.09335326897303
400,0.13311792847372,7.99038167373439
410,0.124214540406047,7.88312013560321
420,0.185298758222769,7.81901077575028
430,0.189681659213411,7.72706245732202
440,0.0769216481733012,7.71168414152021
450,0.16541185862747,7.69080276643469
460,0.156927456904298,7.49567240455505
470,0.241173113422359,7.34070024289321
480,0.292702374264387,7.33866239881223
490,0.299260833835324,7.21068587703584
500,0.106908177197337,7.00732138027503
510,0.205929637427047,7.12483797643758
520,0.0816807819906844,6.98189023183198
530,0.0966179365931961,6.88758874976616
540,0.212133741677151,6.85007082002527
550,0.37090597839514,6.75071876870396
560,0.145472806297221,6.55798820672183
570,0.264344538124847,6.56495853738417
580,0.209385018135696,6.49710985392004
590,0.348384203676375,6.39047575543742
600,0.13241449829478,6.54525892504344
610,0.249215156121007,6.22422939438266
620,0.305815749482591,6.19952913571337
630,0.365191939484992,6.11414596976619
640,0.414083349322661,6.00666183441461
650,0.272749092522476,6.04487046883818
660,0.119452594204213,5.97794776087351
670,0.198798237716838,6.10084617922799
680,0.171247577813686,5.86661960880023
690,0.516788731864955,5.72995854552297
700,0.224479501464093,5.94273420469536
710,0.365103007290457,5.85299233778121
720,0.275267612569188,5.65480203556048
730,0.387542765617876,5.47647072856331
740,0.226326843279286,5.53300556288258
750,0.166672377713429,5.51329375156525
760,0.168706388228005,5.50893075858978
770,0.363765040290518,5.40863931561577
780,0.301166570205135,5.43350477047735
790,0.303213772035187,5.38371395063612
800,0.468621631315312,5.17575392768895
810,0.35967691428004,5.16323902195067
820,0.354083731522758,5.14203485883899
830,0.496812926442203,5.12435255010508
840,0.261293039341666,5.10292586681966
850,0.41505492749273,5.09692186456888
860,0.4325104188622,4.75427371168448
870,0.328195524625003,4.9738142687238
880,0.377655880273004,5.10687586790948
890,0.242982805198644,4.83985073339102
900,0.248206858517199,5.00454196003598
910,0.376881292148545,4.91159213981791
920,0.441967805591876,4.83977750533904
930,0.631597179257624,4.82775332114491
940,0.309621893101383,4.62052964853554
950,0.398264422444585,4.73679101442798
960,0.374459908099207,4.87451762081155
970,0.192542988446743,4.69349012997537
980,0.345042733702537,4.6579657413097
990,0.212523927555536,4.55121175927953
1000,0.479040485583482,4.59296172553207
1010,0.309169778348215,4.59129350796232
1020,0.410911542726526,4.58330196296889
1030,0.349338152478643,4.47656309489974
1040,0.43699172683783,4.46394355591889
1050,0.349415720793165,4.66425560706273
1060,0.461214085089222,4.21088950231607
1070,0.488883812580678,4.63503738146926
1080,0.588827330060944,4.4217355253875
1090,0.400878692167979,4.46437913014515
1100,0.20906979815696,4.1748473915135
1110,0.3415228645957,4.25963764351629
1120,0.563480074746274,4.26868820145225
1130,0.323306861190961,4.31708595878124
1140,0.529082732562293,4.08657055526483
1150,0.447820853687363,4.27997716835542
1160,0.581478004182605,4.0911896105764
1170,0.244075121463128,4.19918222347997
1180,0.422716762799869,4.23830698838325
1190,0.32398856015536,4.18669605468147
1200,0.737825871626687,4.24357391703173
1210,0.531764732971088,4.21763218849857
1220,0.589324010604147,4.03403274277599
1230,0.347759331365864,4.10730520175799
1240,0.408833299812397,3.97000697654974
1250,0.430532755314805,3.91547241217505
1260,0.569674715922147,4.12369410091594
1270,0.434065720217776,4.01512303069521
1280,0.533996201255347,3.99387169936081
1290,0.260618431189327,4.07505373709636
1300,0.43234231148658,4.02830169182864
1310,0.387265532416276,3.98908380347021
1320,0.313785358614788,4.06462053244763
1330,0.524125781789335,4.01841088612354
1340,0.5033347344951,3.93554318592639
1350,0.480263458136719,3.82895777873573
1360,0.345298320861016,3.81955151421178
1370,0.59313786281985,3.99090999327198
1380,0.517101339810106,3.6977837405314
1390,0.453844171030251,3.84405583526906
1400,0.48768010526601,3.63941518656081
1410,0.46080527422806,3.92440467724092
1420,0.313570973392491,3.89683316099752
1430,0.46158856457525,3.799330775608
1440,0.408552877068769,3.78092507573713
1450,0.395279532727647,3.52841074961724
1460,0.379045751785249,3.82441785894631
1470,0.442791427621534,3.5365448914172
1480,0.297320598630876,3.51356961621322
1490,0.595420303020308,3.74341712221645
1500,0.552393053902064,3.63071403091821
